time_SVD_H,pTdotH_SVD_H,pTdotH1_SVD_H,time_SVD_H1,pTdotH_SVD_H1,pTdotH1_SVD_H1,time_eigh,pTdotH_eigh,pTdotH1_eigh,time_IPM,pTdotH_IPM,pTdotH1_IPM,IPM_kIter,IPM_sigmamin,signals
0.07124447822570801,48.09387598833842,2313.0209075816547,0.011352300643920898,48.09387598833841,2313.0209075816165,0.002222299575805664,48.093875988338425,2313.020907581627,0.0017948150634765625,48.09387598833841,2313.0209075816438,2.0,2313.0209075816438,real_signal_1
0.10850381851196289,48.09387598833842,2313.0209075816547,0.01127934455871582,48.09387598833841,2313.0209075816165,0.0017952919006347656,48.093875988338425,2313.020907581627,0.0013103485107421875,48.09387598833842,2313.02090758161,2.0,2313.0209075816106,real_signal_1
0.09759283065795898,48.09387598833842,2313.0209075816547,0.011263608932495117,48.09387598833841,2313.0209075816165,0.0018126964569091797,48.093875988338425,2313.020907581627,0.001306295394897461,48.093875988338425,2313.020907581625,2.0,2313.0209075816247,real_signal_1
0.07732558250427246,48.09387598833842,2313.0209075816547,0.01125025749206543,48.09387598833841,2313.0209075816165,0.0017406940460205078,48.093875988338425,2313.020907581627,0.0017561912536621094,48.09387598833841,2313.0209075816397,3.0,2313.0209075816397,real_signal_1
0.11235976219177246,48.09387598833842,2313.0209075816547,0.011247396469116211,48.09387598833841,2313.0209075816165,0.0017609596252441406,48.093875988338425,2313.020907581627,0.0013022422790527344,48.09387598833841,2313.020907581654,2.0,2313.020907581654,real_signal_1
0.03824138641357422,48.09387598833842,2313.0209075816547,0.01121664047241211,48.09387598833841,2313.0209075816165,0.0017642974853515625,48.093875988338425,2313.020907581627,0.0017554759979248047,48.09387598833841,2313.0209075816374,3.0,2313.020907581638,real_signal_1
0.04235506057739258,48.09387598833842,2313.0209075816547,0.035404205322265625,48.09387598833841,2313.0209075816165,0.0017876625061035156,48.093875988338425,2313.020907581627,0.0017702579498291016,48.09387598833841,2313.0209075816697,3.0,2313.0209075816692,real_signal_1
0.06895923614501953,48.09387598833842,2313.0209075816547,0.011311531066894531,48.09387598833841,2313.0209075816165,0.001791238784790039,48.093875988338425,2313.020907581627,0.0012989044189453125,48.09387598833841,2313.0209075816388,2.0,2313.0209075816388,real_signal_1
0.041393280029296875,48.09387598833842,2313.0209075816547,0.011200428009033203,48.09387598833841,2313.0209075816165,0.0017900466918945312,48.093875988338425,2313.020907581627,0.0017588138580322266,48.09387598833841,2313.0209075816238,3.0,2313.0209075816238,real_signal_1
0.06841921806335449,48.09387598833842,2313.0209075816547,0.011233806610107422,48.09387598833841,2313.0209075816165,0.0017812252044677734,48.093875988338425,2313.020907581627,0.0012979507446289062,48.09387598833841,2313.0209075816297,2.0,2313.020907581629,real_signal_1
